Market Name,Store Name,Bin Location,Provider,Description,Part Number,Store Part ID,Part ID,UPC,Parts Quantity,Most Recent Cost,Weighted Average Cost,Last Ordered Date,Last Used Date,Days Since Last Interaction,Total Cost Store Parts
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,AD20,METABO,WEP 19-150 Q M-BRUSH ANGLE GRINDER,613111420,1144624,3998284,0,14,$0.00,$0.01,2024-12-14,1899-12-31,66,$0.08
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,LA40 * KD10,BULK - RIGGING SLING POLYESTER,SLING POLYESTER ROUND 12' YELLOW,747-0312,1013751,3690410,0,14,$32.80,$34.31,2024-12-31,2024-12-31,49,$480.28
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JE20,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 1"" DR X 1-7/16"" STD",740-5107,684252,129849,0,14,$23.58,$21.77,2025-02-04,2024-08-30,172,$304.82
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,RIDGID,"12R Die Head Dies 1-1/4"" NPT",37840,1225406,2057230,0,13,$47.62,$47.62,2025-02-04,1899-12-31,14,$619.06
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JE20,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 1"" DR X 1-15/16"" STD",740-5115,684302,129857,0,13,$24.00,$34.63,2024-12-27,2024-08-30,172,$450.20
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CF10,MILWAUKEE TOOL,"SDS MAX 4CT MX4™ 3/4"" X 17"" X 21""",48-20-3932,855194,781083,045242102112,13,$34.66,$34.66,2024-10-24,2024-08-30,172,$450.58
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GC10,BULK - HAND TOOLS,"WEDGE STEEL 2"" X 2"" X 12""",745-6009,684266,136880,0,13,$31.61,$32.34,2024-11-30,2025-01-27,22,$420.43
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GE20,MILWAUKEE TOOL,"7"" Rafter Sq Wide Flange",E2994,1094296,3878688,15812029941,13,$8.26,$8.26,2024-12-29,1899-12-31,51,$107.38
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JD15,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 3/4"" DR X 2-3/16"" DW",741-4203,1181587,133569,0,13,$45.58,$45.58,2024-12-27,1899-12-31,53,$592.54
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GD10,BULK - WRENCH CROWFOOT,"CROWFOOT WRENCH 1/2"" DR X 2""",744-9622,1070562,136084,0,13,$46.26,$49.56,2024-12-15,1899-12-31,65,$644.28
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,KLEIN,"BUCKET, CANVAS WITH TOP, 22""",KL5104CLR22,1137229,5323978,0,13,$119.43,$119.43,2025-01-16,1899-12-31,33,"$1,552.59"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,AC20,ULINE,"Twisted Polypropylene Rope - 1⁄2"" x 600', Yellow",S-12865Y,1135854,4125714,0,13,$100.00,$100.00,2024-12-12,1899-12-31,68,"$1,300.00"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IC10,BULK - HAMMER WRENCH OFFSET,"HAMMER WRENCH  3-1/2"" OFFSET",744-2308,1061620,135401,0,13,$114.00,$132.13,2024-12-30,2024-12-27,53,"$1,717.73"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HB25,BULK - WRENCH COMBINATION NON-SPARKING,"COMBINATION WRENCH 15/16"" NON-SPARKING",744-6015,1114953,135726,0,13,$56.85,$56.85,2024-12-27,1899-12-31,53,$739.05
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IC25,BULK - WRENCH COMBINATION STANDARD,"COMBINATION WRENCH 5/8""",744-5010,684667,135629,0,13,$12.63,$11.15,2024-12-27,1899-12-31,53,$144.94
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GB20,MICHIGAN PNEUMATIC,Bushing Tool For Jumbo Rivet Buster,258,684547,54286,0,13,$78.95,$78.90,2025-02-04,2024-08-30,172,"$1,025.70"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JD15,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 3/4"" DR X 2-3/8"" DW",741-4206,684224,133572,0,13,$80.00,$80.00,2024-12-27,2024-08-30,172,"$1,040.00"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,BA20,CS UNITEC,"22"" HACKSAW BLADE SL,14 TPI",Z23-73HSS-SL,1186849,641011,0,13,$27.64,$27.64,2025-01-02,1899-12-31,47,$359.29
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,BD10,MILLER ELECTRIC,"Miller Weldcraft Brass Power Cable Adapter For Air Cooled WP-9, WP-17 And WP-50 Torch",105Z57,1105528,4163710,0,13,$5.80,$5.80,2024-12-27,2024-12-27,53,$75.40
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JF15,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 3/4"" DR X 9/16"" DW",741-4009,1181522,133543,0,13,$8.53,$8.53,2024-12-27,1899-12-31,53,$110.89
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IE10,BULK - HAMMER WRENCH OFFSET,"HAMMER WRENCH  1-3/8"" OFFSET",744-2106,684269,135367,0,13,$24.00,$39.57,2025-02-04,2024-12-27,53,$514.44
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IB10,BULK - WRENCH COMBINATION STANDARD,"COMBINATION WRENCH  2-7/8""",744-5214,687028,135665,0,12,$465.34,$474.07,2025-02-04,1899-12-31,14,"$5,688.80"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,PYRAMEX,Ridgeline Full Brim WHITE,HP54110-W,1225407,4121847,0,12,$8.00,$8.00,2025-02-04,1899-12-31,14,$96.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,AB20,TRUFUEL,2-cycle 50:1 110 oz.,6525606,1124535,54370,875750002303,12,$8.75,$8.75,2024-11-03,1899-12-31,107,$105.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IE10,BULK - HAMMER WRENCH STRAIGHT,"HAMMER WRENCH  2-3/8"" STRAIGHT",744-1206,924322,135292,0,12,$26.80,$31.56,2024-12-30,2024-12-30,50,$378.73
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,AB10,GENERIC,"ANTI-SPLATTER, SOLVENT 16OZ",WEMWM200-16,1181557,5934709,0,12,$6.27,$6.27,2024-12-27,1899-12-31,53,$75.24
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,PROFAX,Cutting Tip Size 000 Acetylene,000-1-101,1203422,4133553,0,12,$4.95,$4.95,2025-01-17,1899-12-31,32,$59.40
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,PROTO,"16 oz. Ball Pein Hammer, 13"" Steel Handle",J1316AVP,1198967,5950486,0,12,$24.19,$24.19,2025-01-14,1899-12-31,35,$290.28
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,NA40,BULK - RIGGING SLING WIRE,"SLING WIRE ROPE 5/8"" X 10'",746-3210,1062761,3975731,0,12,$46.80,$46.80,2024-12-30,2024-12-30,50,$561.60
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JA15,BULK - RIGGING SHACKLE,SHACKLE 17 TON,746-4014,684068,137365,0,12,$203.00,$135.61,2024-12-27,1899-12-31,53,"$1,627.32"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,GENERAL WORK PRODUCTS,ROLL 3/4 BROWN ELECTRICAL TAPE BROWN,T3/4EBR,1225358,2253088,0,12,$0.70,$0.70,2025-02-04,1899-12-31,14,$8.40
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,NA40,BULK - RIGGING SLING WIRE,"SLING WIRE ROPE 1"" X 8'",746-3358,1062759,5869091,0,12,$83.35,$68.14,2024-12-18,2024-12-27,53,$817.65
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,GENERAL WORK PRODUCTS,ROLL 3/4 YELLOW ELEC. TAPE YELLOW,T3/4EY,1124618,2253282,700829153245,12,$0.70,$0.70,2025-02-04,1899-12-31,14,$8.40
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB3DR4,EAGLE TAPTEK,3/4X13 OAL SDS MAX QUAD TIP DRILL,SDSM-7500-13-Q-D,1167488,3993536,0,12,$20.24,$20.24,2024-12-12,1899-12-31,68,$242.88
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HA15,BULK - SPUD WRENCH OPEN END,"SPUD WRENCH 1-1/2"" OPEN END",744-0118,1169266,5934446,0,12,$43.08,$43.08,2024-12-15,1899-12-31,65,$516.96
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JA15,BULK - RIGGING SHACKLE,SHACKLE 9-1/2 TON,746-4011,1028699,137362,0,12,$88.34,$93.37,2024-12-27,1899-12-31,53,"$1,120.48"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB1DR2,EAGLE TAPTEK,"JOBBER, 5/32 DRILL BIT",TAC40-010-I,1009748,2059389,0,12,$0.35,$0.35,2024-12-27,2024-08-30,172,$4.20
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HB15,BULK - SPUD WRENCH OPEN END,"SPUD WRENCH 1-1/8"" OPEN END",744-0112,1169269,5934437,0,12,$28.42,$28.42,2024-12-15,1899-12-31,65,$341.04
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,ID20 * IE20,BULK - HAMMER WRENCH OFFSET,"HAMMER WRENCH  2-5/16"" OFFSET",744-2205,684204,135382,0,12,$46.00,$58.03,2025-02-04,2024-12-27,53,$696.35
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HB15,BULK - SPUD WRENCH OPEN END,"SPUD WRENCH 1-1/4"" OPEN END",744-0114,1169268,5934444,0,12,$32.54,$32.54,2024-12-15,1899-12-31,65,$390.48
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,DRILL AMERICA,5/16 Cobalt Jobber Length Drill Bit,DWDCO5/16,1055934,3978535,887861021180,12,$1.44,$1.44,2024-09-04,1899-12-31,167,$17.28
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,KF20,BRIDGESTONE HOSE POWER,"COUPLER 1/2 FPT WATERBLA ST 1/2"" BODY 10K",QWBC88FP,1114581,5869064,0,12,$30.33,$30.33,2024-12-31,2024-12-27,53,$363.96
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HA15,BULK - SPUD WRENCH OPEN END,"SPUD WRENCH 1-1/16"" OPEN END",744-0111,1169265,5934436,0,12,$25.70,$25.70,2024-12-31,2024-12-27,53,$308.40
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,"DIVERSIFIED MATERIALS & CONSULTING, LLC","BROOM, WOOD HANDLE, METAL, SCREW TIP",HANDLEB1150,888932,2258178,0,12,$3.54,$3.54,2025-01-20,2024-08-30,172,$42.42
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,AD30,BULK - SAFETY FALL PROTECTION ACCESSORIES,"LIFELINE VERTICAL ANCHOR ROPE 5/8"" X 100' W/1 HOOK",430-2262,1016830,5858958,0,12,$48.00,$48.00,2024-12-16,2024-12-27,53,$576.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HB15,BULK - SPUD WRENCH OPEN END,"SPUD WRENCH 1"" OPEN END",744-0110,1169276,5934443,0,12,$25.70,$25.70,2024-12-15,1899-12-31,65,$308.40
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,GENERAL WORK PRODUCTS,ROLL 3/4 GREY ELECTRICAL TAPE GREY,T3/4EGY,1225357,2253142,0,12,$0.70,$0.70,2025-02-04,1899-12-31,14,$8.40
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,BE10,TECHNIWELD,"BLUE 36"" TIG ROD CANISTER",ASRGB300,837123,3694542,0,12,$11.02,$11.02,2024-12-29,1899-12-31,51,$132.24
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,AB10,KRYLON,"OSHA Safety Color Spray Paint, 12 oz Fill, Aerosol Can, Safety Blue, Gloss",K02416777,1055937,4126706,0,12,$8.42,$8.42,2024-09-04,1899-12-31,167,$101.04
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HB15,BULK - SPUD WRENCH OPEN END,"SPUD WRENCH 1-7/8"" OPEN END",744-011E,1169275,5934447,0,12,$74.95,$74.95,2024-12-15,1899-12-31,65,$899.40
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB8DR3,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 3/8"" DR X 5/8"" STD",740-2010,1181608,129778,0,12,$4.87,$4.87,2024-12-27,1899-12-31,53,$58.44
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,AB10,RUSTOLEUM,"Industrial Choice® M1600/M1800 System Precision-Line Inverted Marking Paint, 17 oz, APWA Caution Blue, M1600 Solvent-Based",203022V,1124534,4168749,0,12,$4.98,$4.98,2024-12-27,2024-12-29,51,$59.72
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HC10,BULK - HAND TOOLS PIN,"PIN BARREL DRIFT 9/16""",745-1802,1014762,136670,0,12,$3.25,$3.25,2024-08-19,1899-12-31,183,$39.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GD10,BULK - WRENCH CROWFOOT,"CROWFOOT WRENCH 3/4"" DR X 1-7/16""",744-9636,889052,3690828,0,12,$169.88,$169.88,2024-12-27,1899-12-31,53,"$2,038.56"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HB15,BULK - SPUD WRENCH OPEN END,"SPUD WRENCH 2"" OPEN END",744-0120,1169277,5934448,0,12,$83.59,$83.59,2024-12-15,1899-12-31,65,"$1,003.08"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GD10,BULK - WRENCH CROWFOOT,"CROWFOOT WRENCH 3/4"" DR X 1-5/8""",744-9630,847011,88751,0,12,$186.91,$195.39,2024-12-27,2024-08-30,172,"$2,344.68"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GD10,BULK - WRENCH CROWFOOT,"CROWFOOT WRENCH 1/2"" DR X 1-1/8""",744-9608,1028718,136070,0,12,$23.83,$24.51,2025-01-07,2024-12-27,53,$294.18
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JE20,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 1"" DR X 1-3/4"" STD",740-5112,684250,129854,0,12,$20.00,$31.02,2025-02-04,1899-12-31,14,$372.18
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HB15,BULK - SPUD WRENCH OPEN END,"SPUD WRENCH 1-13/16"" OPEN END",744-011D,1169267,5934440,0,12,$74.95,$74.95,2024-12-29,2024-12-27,53,$899.40
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HB15,BULK - SPUD WRENCH OPEN END,"SPUD WRENCH 1-5/16"" OPEN END",744-0115,1169271,5934445,0,12,$34.16,$34.16,2024-12-15,1899-12-31,65,$409.92
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,EAGLE TAPTEK,"3/4X13 OAL SDS MAX M,ASONRY DRILL USA",SDSM-7500-13-D,1219879,3977481,0,12,$20.24,$20.24,2025-01-30,1899-12-31,19,$242.88
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GD10,BULK - WRENCH CROWFOOT,"CROWFOOT WRENCH 1/2"" DR X 1-9/16""",744-9615,1028716,136077,0,12,$38.86,$39.76,2024-12-19,2024-12-27,53,$477.11
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,BULK - SPUD WRENCH OPEN END,"SPUD WRENCH 1-7/16"" OPEN END",744-0117,1169274,5934438,0,12,$43.08,$43.08,2025-01-03,2024-12-27,53,$516.96
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JE30,BULK - TRAILER,"BINDER RATCHET 3/8"" TO 1/2"" - 9,200 LOAD LIMIT",370-0030,1028588,88259,0,11,$93.34,$85.96,2024-12-30,2024-12-27,53,$945.53
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GD10,BULK - WRENCH CROWFOOT,"CROWFOOT WRENCH 1/2"" DR X 1-3/8""",744-9612,1070518,136074,0,11,$29.77,$31.24,2024-12-27,1899-12-31,53,$343.68
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB8DR7,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 1/2"" DR X 15/16"" DW",741-3015,1124607,133531,0,11,$11.16,$9.55,2024-12-27,1899-12-31,53,$105.05
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB7DR7 * JD10,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 1/2"" DR X 1-1/2"" DW",741-3108,1137528,133540,0,11,$21.94,$21.94,2024-12-27,1899-12-31,53,$241.34
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,AA10,ZRC,Cold Galvanizing Compound 12oz Aerosol 10000,ZRC10000,684507,2038703,0,11,$15.88,$7.71,2024-02-26,2024-12-27,53,$84.80
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JC10,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 1/2"" DR X 1-5/16"" DW",741-3105,1181577,133537,0,11,$13.35,$13.35,2024-12-31,1899-12-31,49,$146.85
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HB10,BULK - HAND TOOLS PRY BAR,"BAR PRY 18"" ROLLING HEAD",745-1023,1181510,88626,0,11,$22.26,$22.26,2024-12-27,1899-12-31,53,$244.86
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,H END,BULK - HAND TOOLS BAR WRECKING,"BAR WRECKING 18""",745-1041,1181512,136609,0,11,$19.96,$19.96,2024-12-27,1899-12-31,53,$219.56
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HC30,BULK - PIPING,"CUTTER TUBING 3/16"" - 1-1/8""",745-9202,1055923,136989,0,11,$31.42,$36.68,2024-12-31,2024-12-27,53,$403.52
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB3DR1,EAGLE TAPTEK,"14""-1 FLAT BASTARD FILE",F5000-14FL1,1063678,4164889,0,11,$10.90,$10.90,2024-12-27,2024-12-28,52,$119.90
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IB10,BULK - WRENCH COMBINATION STANDARD,"COMBINATION WRENCH  2-13/16""",744-5213,684389,135664,0,11,$99.50,$462.57,2025-02-04,2024-08-30,172,"$5,088.31"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CE10,AQUASOL,"Water Soluble Paper and Tape, 2 in W x 300 ft L, Tape, White",ASWT-2,1124530,4121099,0,11,$123.07,$123.07,2024-12-27,1899-12-31,53,"$1,353.77"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IE10,BULK - HAMMER WRENCH STRAIGHT,"HAMMER WRENCH  1-5/16"" STRAIGHT",744-1105,838422,135275,0,11,$50.00,$17.93,2024-12-30,2024-08-30,172,$197.18
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,FRONT OFFICE,BULK - TOOL CORDLESS BATTERY,BATTERY CORDLESS 60V DEWALT,730-0026,1181499,5942984,0,11,$189.00,$189.00,2024-12-27,1899-12-31,53,"$2,079.00"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HC20,BULK - HAMMER WRENCH,HAMMER WRENCH SAFETY HANDLE,744-1000,684661,88926,0,11,$75.23,$73.69,2025-02-04,2024-12-29,51,$810.59
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GB20,BEHRENS,"BEHRENS Coal Shovel: 11 in Handle Lg, Steel, 1 in Blade Wd, 6 1/2 in Blade Lg, 30 ga Gauge, Steel",17GCS,1181239,3831831,0,11,$12.56,$12.56,2024-12-27,1899-12-31,53,$138.16
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GD10,BULK - WRENCH CROWFOOT,"CROWFOOT WRENCH 1/2"" DR X 1-5/16""",744-9611,1070524,136073,0,11,$29.77,$31.03,2024-12-27,1899-12-31,53,$341.36
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,ID10 * IE10,BULK - HAMMER WRENCH OFFSET,"HAMMER WRENCH  3-1/8"" OFFSET",744-2302,1013749,135395,0,11,$109.00,$117.73,2024-12-30,2024-12-27,53,"$1,295.05"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GC30,MAGNOLIA,MAGNOLIA #6 STEEL DUST PAN,6,1059623,2249903,0,11,$5.99,$5.72,2024-11-30,2024-12-29,51,$62.92
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,PROTO,"PROTO 3/4"" DRIVE IMPACT SOCKET 1-7/8"" - 6 POINT",J07530,876120,43533,0,10,$22.55,$22.55,2025-01-16,1899-12-31,33,$225.50
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB5DR3,EAGLE TAPTEK,SE-3 (3/8) OVAL S/C D/C BURR,CB-SE-3-D,1165950,2040087,0,10,$7.84,$7.84,2024-12-11,1899-12-31,69,$78.40
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB2DR7,EAGLE TAPTEK,7/8-9NC CARBON HEX RETHREAD DIE,CHD-8750-9-I,684525,3744623,0,10,$8.00,$8.00,2025-02-01,2024-08-30,172,$80.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,MAGID GLOVE AND SAFETY MANUFACTURING CO. LLC,ComfortFlex® COMPLETE Exam Grade Powder-Free Nitrile Disposable Glove L,T9558-L,1197882,5950151,0,10,$6.50,$6.50,2025-01-13,1899-12-31,36,$65.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB7DR2,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 1/2"" DR X 11/16"" STD",740-3011,1013703,129790,0,10,$2.00,$3.12,2024-11-30,2024-12-27,53,$31.18
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,PROTO,"PROTO 1"" DRIVE IMPACT SOCKET 1-15/16"" - 6 POINT",J10031,850485,43603,0,10,$34.62,$34.62,2025-01-16,1899-12-31,33,$346.20
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB4DR3,EAGLE TAPTEK,3 #548 HS BI-M HOLE SAW 1-1/8LOC USA,HS100-548-D,1165951,2249764,35781024389,10,$10.07,$10.07,2024-12-11,1899-12-31,69,$100.70
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IC20,BULK - WRENCH COMBINATION STANDARD,"COMBINATION WRENCH 3/8""",744-5006,1013497,135625,0,10,$5.53,$2.76,2024-12-30,2024-12-27,53,$27.60
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JC10,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 1-1/2"" DR X 1-5/16"" DW",741-6105,1181515,133636,0,10,$9.84,$9.84,2024-12-27,1899-12-31,53,$98.40
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CF10,HILTI,Narrow Flat Chisel TE-CP FM 18,282300,1181611,3749554,0,10,$36.71,$36.71,2024-12-27,1899-12-31,53,$367.10
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,BD10,TECHNIWELD,TUNGSTEN 2% THORIATED 1/8 x 7. (Sold by the pack of 10 sticks)	,TU2T1257,1059625,3832200,0,10,$27.18,$27.18,2024-10-05,2024-12-29,51,$271.80
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,EAGLE TAPTEK,"4"" HOLE SAW BIT",HS100-564-D,684256,2250824,0,10,$14.30,$14.30,2025-02-01,2024-12-27,53,$143.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CE10,MAGID GLOVE AND SAFETY MANUFACTURING CO. LLC,YELLOW CHEM TAPE - each,99402YW - ROLL,684003,3744620,0,10,$32.71,$32.71,2024-12-27,2024-08-30,172,$327.10
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JE20,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 1"" DR X 2-1/16"" STD",740-5201,684249,129859,0,10,$29.00,$33.55,2025-02-04,2024-08-30,172,$335.55
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,LINCOLN ELECTRIC,Lincoln® ER70S-2 - 3/32 in (2.4 mm) - (3) 10 lb Tube,ED034329,1224925,3831218,0,10,$4.98,$4.98,2025-02-04,1899-12-31,14,$49.80
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,LA40,BULK - RIGGING SLING POLYESTER,SLING POLYESTER ROUND 10' RED,747-0510,1062756,4163750,0,10,$35.30,$41.53,2024-12-31,2024-12-27,53,$415.33
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,BD10,PROFAX,HOSE COUPLER,PX000950,1105526,5881785,0,10,$5.95,$5.95,2024-12-27,1899-12-31,53,$59.50
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB8DR9,PROTO,"PROTO 3/4"" DRIVE RETAINING RING 1-7/16"" GRV",JRR07523,686970,654832,0,10,$4.08,$4.18,2024-12-30,2024-08-30,172,$41.80
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB3DR4,EAGLE TAPTEK,3/4 DRILL BIT,1090-048-I,684063,3689860,0,10,$7.90,$7.90,2025-02-01,2024-08-30,172,$79.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB3DR3,EAGLE TAPTEK,13/16 CARBIDE TIPPED HOLE CUTTER,TCT-8125-LT,1167490,3426001,0,10,$30.64,$30.64,2025-02-01,2024-12-27,53,$306.40
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB8DR9,PROTO,"PROTO 3/4"" DRIVE RETAINING RING 1-3/4"" GRV",JRR07528,686971,654834,0,10,$4.08,$4.08,2024-12-27,2024-08-30,172,$40.80
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB5DR1,EAGLE TAPTEK,M24.0X3.00 HSS METRIC PLUG TAP IMPORT,MT-240-300-P-I,1114017,5909665,0,10,$12.62,$12.62,2025-02-01,1899-12-31,17,$126.20
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CB30,NORTON,"FLARING CUP WHEEL, TYPE 11, FACE DIA 6""",66253146925,888995,4002299,0,10,$37.89,$37.89,2024-12-27,2024-08-30,172,$378.90
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,DD25,GRAINGER,"Shin Guard: Unisex, Black, Plastic, 20 oz Wt Each, Straps, Universal, GRAINGER APPROVED, 1 PR",5T458,684459,3745816,0,10,$96.01,$60.55,2024-12-30,2024-12-27,53,$605.50
